X,Y,Z
-68.5707,-68.7702,-21.0826
-67.9162,-68.2609,-21.7120
68.6198,-68.8037,-21.0379
68.9433,-68.9347,-20.7921
68.7702,-68.5707,-21.0826
68.2609,-67.9162,-21.7120
68.2609,-0.4162,-21.7120
67.8413,0.0034,-22.2120
68.3842,68.2002,-21.5379
68.5151,68.5238,-21.2921
68.1512,68.3507,-21.5826
67.4966,67.8413,-22.2120
-68.2002,68.3842,-21.5379
-68.5238,68.5151,-21.2921
-68.3507,68.1512,-21.5826
-67.8413,67.4966,-22.2120
-68.3842,-68.2002,-21.5379
-68.5151,-68.5238,-21.2921
-68.1512,-68.3507,-21.5826
-67.4966,-67.8413,-22.2120
68.2002,-68.3842,-21.5379
68.5238,-68.5151,-21.2921
68.3507,-68.1512,-21.5826
67.8413,-67.4966,-22.2120
67.8413,0.0034,-22.2120
67.4218,0.4229,-22.7120
67.9646,67.7807,-22.0379
68.0956,68.1042,-21.7921
67.7317,67.9311,-22.0826
67.0771,67.4218,-22.7120
-67.7807,67.9646,-22.0379
-68.1042,68.0956,-21.7921
-67.9311,67.7317,-22.0826
-67.4218,67.0771,-22.7120
-67.9646,-67.7807,-22.0379
-68.0956,-68.1042,-21.7921
-67.7317,-67.9311,-22.0826
-67.0771,-67.4218,-22.7120
67.7807,-67.9646,-22.0379
68.1042,-68.0956,-21.7921
67.9311,-67.7317,-22.0826
67.4218,-67.0771,-22.7120
67.4218,0.4229,-22.7120
67.0022,0.8425,-23.2120
67.5451,67.3611,-22.5379
67.6760,67.6847,-22.2921
67.3121,67.5116,-22.5826
66.6575,67.0022,-23.2120
-67.3611,67.5451,-22.5379
-67.6847,67.6760,-22.2921
-67.5116,67.3121,-22.5826
-67.0022,66.6575,-23.2120
-67.5451,-67.3611,-22.5379
-67.6760,-67.6847,-22.2921
-67.3121,-67.5116,-22.5826
-66.6575,-67.0022,-23.2120
67.3611,-67.5451,-22.5379
67.6847,-67.6760,-22.2921
67.5116,-67.3121,-22.5826
67.0022,-66.6575,-23.2120
67.0022,0.8425,-23.2120
66.5827,-1.2380,-23.7120
67.1255,66.9416,-23.0379
67.2565,67.2651,-22.7921
66.8925,67.0920,-23.0826
66.2380,66.5827,-23.7120
-66.9416,67.1255,-23.0379
-67.2651,67.2565,-22.7921
-67.0920,66.8925,-23.0826
-66.5827,66.2380,-23.7120
-67.1255,-66.9416,-23.0379
-67.2565,-67.2651,-22.7921
-66.8925,-67.0920,-23.0826
-66.2380,-66.5827,-23.7120
66.9416,-67.1255,-23.0379
67.2651,-67.2565,-22.7921
67.0920,-66.8925,-23.0826
66.5827,-66.2380,-23.7120
66.5827,-1.2380,-23.7120
66.1631,-0.8184,-24.2120
66.7060,66.5220,-23.5379
66.8369,66.8456,-23.2921
66.4730,66.6725,-23.5826
65.8184,66.1631,-24.2120
-66.5220,66.7060,-23.5379
-66.8456,66.8369,-23.2921
-66.6725,66.4730,-23.5826
-66.1631,65.8184,-24.2120
-66.7060,-66.5220,-23.5379
-66.8369,-66.8456,-23.2921
-66.4730,-66.6725,-23.5826
-65.8184,-66.1631,-24.2120
66.5220,-66.7060,-23.5379
66.8456,-66.8369,-23.2921
66.6725,-66.4730,-23.5826
66.1631,-65.8184,-24.2120
66.1631,-0.8184,-24.2120
65.7436,-0.3989,-24.7120
66.2864,66.1025,-24.0379
66.4174,66.4260,-23.7921
66.0535,66.2529,-24.0826
65.3989,65.7436,-24.7120
-66.1025,66.2864,-24.0379
-66.4260,66.4174,-23.7921
-66.2529,66.0535,-24.0826
-65.7436,65.3989,-24.7120
-66.2864,-66.1025,-24.0379
-66.4174,-66.4260,-23.7921
-66.0535,-66.2529,-24.0826
-65.3989,-65.7436,-24.7120
66.1025,-66.2864,-24.0379
66.4260,-66.4174,-23.7921
66.2529,-66.0535,-24.0826
65.7436,-65.3989,-24.7120
65.7436,-0.3989,-24.7120
65.3240,0.0207,-25.2120
65.8669,65.6830,-24.5379
65.9978,66.0065,-24.2921
65.6339,65.8334,-24.5826
64.9793,65.3240,-25.2120
-65.6830,65.8669,-24.5379
-66.0065,65.9978,-24.2921
-65.8334,65.6339,-24.5826
-65.3240,64.9793,-25.2120
-65.8669,-65.6830,-24.5379
-65.9978,-66.0065,-24.2921
-65.6339,-65.8334,-24.5826
-64.9793,-65.3240,-25.2120
65.6830,-65.8669,-24.5379
66.0065,-65.9978,-24.2921
65.8334,-65.6339,-24.5826
65.3240,-64.9793,-25.2120
65.3240,0.0207,-25.2120
64.9045,0.4402,-25.7120
65.4473,65.2634,-25.0379
65.5783,65.5869,-24.7921
65.2143,65.4138,-25.0826
64.5598,64.9045,-25.7120
-65.2634,65.4473,-25.0379
-65.5869,65.5783,-24.7921
-65.4138,65.2143,-25.0826
-64.9045,64.5598,-25.7120
-65.4473,-65.2634,-25.0379
-65.5783,-65.5869,-24.7921
-65.2143,-65.4138,-25.0826
-64.5598,-64.9045,-25.7120
65.2634,-65.4473,-25.0379
65.5869,-65.5783,-24.7921
65.4138,-65.2143,-25.0826
64.9045,-64.5598,-25.7120
64.9045,0.4402,-25.7120
64.4849,0.8598,-26.2120
65.0278,64.8438,-25.5379
65.1587,65.1674,-25.2921
64.7948,64.9943,-25.5826
64.1402,64.4849,-26.2120
-64.8438,65.0278,-25.5379
-65.1674,65.1587,-25.2921
-64.9943,64.7948,-25.5826
-64.4849,64.1402,-26.2120
-65.0278,-64.8438,-25.5379
-65.1587,-65.1674,-25.2921
-64.7948,-64.9943,-25.5826
-64.1402,-64.4849,-26.2120
64.8438,-65.0278,-25.5379
65.1674,-65.1587,-25.2921
64.9943,-64.7948,-25.5826
64.4849,-64.1402,-26.2120
64.4849,0.8598,-26.2120
64.0654,-1.2207,-26.7120
64.6082,64.4243,-26.0379
64.7392,64.7478,-25.7921
64.3753,64.5747,-26.0826
63.7207,64.0654,-26.7120
-64.4243,64.6082,-26.0379
-64.7478,64.7392,-25.7921
-64.5747,64.3753,-26.0826
-64.0654,63.7207,-26.7120
-64.6082,-64.4243,-26.0379
-64.7392,-64.7478,-25.7921
-64.3753,-64.5747,-26.0826
-63.7207,-64.0654,-26.7120
64.4243,-64.6082,-26.0379
64.7478,-64.7392,-25.7921
64.5747,-64.3753,-26.0826
64.0654,-63.7207,-26.7120
64.0654,-1.2207,-26.7120
63.6458,-0.8011,-27.2120
64.1887,64.0048,-26.5379
64.3196,64.3283,-26.2921
63.9557,64.1552,-26.5826
63.3011,63.6458,-27.2120
-64.0048,64.1887,-26.5379
-64.3283,64.3196,-26.2921
-64.1552,63.9557,-26.5826
-63.6458,63.3011,-27.2120
-64.1887,-64.0048,-26.5379
-64.3196,-64.3283,-26.2921
-63.9557,-64.1552,-26.5826
-63.3011,-63.6458,-27.2120
64.0048,-64.1887,-26.5379
64.3283,-64.3196,-26.2921
64.1552,-63.9557,-26.5826
63.6458,-63.3011,-27.2120
63.6458,-0.8011,-27.2120
63.2263,-0.3816,-27.7120
63.7691,63.5852,-27.0379
63.9001,63.9087,-26.7921
63.5361,63.7356,-27.0826
62.8816,63.2263,-27.7120
-63.5852,63.7691,-27.0379
-63.9087,63.9001,-26.7921
-63.7356,63.5361,-27.0826
-63.2263,62.8816,-27.7120
-63.7691,-63.5852,-27.0379
-63.9001,-63.9087,-26.7921
-63.5361,-63.7356,-27.0826
-62.8816,-63.2263,-27.7120
63.5852,-63.7691,-27.0379
63.9087,-63.9001,-26.7921
63.7356,-63.5361,-27.0826
63.2263,-62.8816,-27.7120
63.2263,-0.3816,-27.7120
62.8067,0.0380,-28.2120
63.3496,63.1657,-27.5379
63.4805,63.4892,-27.2921
63.1166,63.3161,-27.5826
62.4620,62.8067,-28.2120
-63.1657,63.3496,-27.5379
-63.4892,63.4805,-27.2921
-63.3161,63.1166,-27.5826
-62.8067,62.4620,-28.2120
-63.3496,-63.1657,-27.5379
-63.4805,-63.4892,-27.2921
-63.1166,-63.3161,-27.5826
-62.4620,-62.8067,-28.2120
63.1657,-63.3496,-27.5379
63.4892,-63.4805,-27.2921
63.3161,-63.1166,-27.5826
62.8067,-62.4620,-28.2120
62.8067,0.0380,-28.2120
62.3872,0.4575,-28.7120
62.9300,62.7461,-28.0379
63.0610,63.0696,-27.7921
62.6971,62.8965,-28.0826
62.0425,62.3872,-28.7120
-62.7461,62.9300,-28.0379
-63.0696,63.0610,-27.7921
-62.8965,62.6971,-28.0826
-62.3872,62.0425,-28.7120
-62.9300,-62.7461,-28.0379
-63.0610,-63.0696,-27.7921
-62.6971,-62.8965,-28.0826
-62.0425,-62.3872,-28.7120
62.7461,-62.9300,-28.0379
63.0696,-63.0610,-27.7921
62.8965,-62.6971,-28.0826
62.3872,-62.0425,-28.7120
62.3872,0.4575,-28.7120
61.9676,0.8771,-29.2120
62.5105,62.3266,-28.5379
62.6414,62.6501,-28.2921
62.2775,62.4770,-28.5826
61.6229,61.9676,-29.2120
-62.3266,62.5105,-28.5379
-62.6501,62.6414,-28.2921
-62.4770,62.2775,-28.5826
-61.9676,61.6229,-29.2120
-62.5105,-62.3266,-28.5379
-62.6414,-62.6501,-28.2921
-62.2775,-62.4770,-28.5826
-61.6229,-61.9676,-29.2120
62.3266,-62.5105,-28.5379
62.6501,-62.6414,-28.2921
62.4770,-62.2775,-28.5826
61.9676,-61.6229,-29.2120
61.9676,0.8771,-29.2120
61.5481,-1.2034,-29.7120
62.0909,61.9070,-29.0379
62.2219,62.2306,-28.7921
61.8580,62.0574,-29.0826
61.2034,61.5481,-29.7120
-61.9070,62.0909,-29.0379
-62.2306,62.2219,-28.7921
-62.0574,61.8580,-29.0826
-61.5481,61.2034,-29.7120
-62.0909,-61.9070,-29.0379
-62.2219,-62.2306,-28.7921
-61.8580,-62.0574,-29.0826
-61.2034,-61.5481,-29.7120
61.9070,-62.0909,-29.0379
62.2306,-62.2219,-28.7921
62.0574,-61.8580,-29.0826
61.5481,-61.2034,-29.7120
61.5481,-1.2034,-29.7120
61.1285,-0.7838,-30.2120
61.6714,61.4875,-29.5379
61.8023,61.8110,-29.2921
61.4384,61.6379,-29.5826
60.7838,61.1285,-30.2120
-61.4875,61.6714,-29.5379
-61.8110,61.8023,-29.2921
-61.6379,61.4384,-29.5826
-61.1285,60.7838,-30.2120
-61.6714,-61.4875,-29.5379
-61.8023,-61.8110,-29.2921
-61.4384,-61.6379,-29.5826
-60.7838,-61.1285,-30.2120
61.4875,-61.6714,-29.5379
61.8110,-61.8023,-29.2921
61.6379,-61.4384,-29.5826
61.1285,-60.7838,-30.2120
61.1285,-0.7838,-30.2120
60.7090,-0.3643,-30.7120
61.2518,61.0679,-30.0379
61.3828,61.3914,-29.7921
61.0189,61.2183,-30.0826
60.3643,60.7090,-30.7120
-61.0679,61.2518,-30.0379
-61.3914,61.3828,-29.7921
-61.2183,61.0189,-30.0826
-60.7090,60.3643,-30.7120
-61.2518,-61.0679,-30.0379
-61.3828,-61.3914,-29.7921
-61.0189,-61.2183,-30.0826
-60.3643,-60.7090,-30.7120
61.0679,-61.2518,-30.0379
61.3914,-61.3828,-29.7921
61.2183,-61.0189,-30.0826
60.7090,-60.3643,-30.7120
60.7090,-0.3643,-30.7120
60.2894,0.0553,-31.2120
60.8323,60.6484,-30.5379
60.9632,60.9719,-30.2921
60.5993,60.7988,-30.5826
59.9447,60.2894,-31.2120
-60.6484,60.8323,-30.5379
-60.9719,60.9632,-30.2921
-60.7988,60.5993,-30.5826
-60.2894,59.9447,-31.2120
-60.8323,-60.6484,-30.5379
-60.9632,-60.9719,-30.2921
-60.5993,-60.7988,-30.5826
-59.9447,-60.2894,-31.2120
60.6484,-60.8323,-30.5379
60.9719,-60.9632,-30.2921
60.7988,-60.5993,-30.5826
60.2894,-59.9447,-31.2120
60.2894,0.0553,-31.2120
59.8699,0.4748,-31.7120
60.4127,60.2288,-31.0379
60.5437,60.5524,-30.7921
60.1798,60.3792,-31.0826
59.5252,59.8699,-31.7120
-60.2288,60.4127,-31.0379
-60.5524,60.5437,-30.7921
-60.3792,60.1798,-31.0826
-59.8699,59.5252,-31.7120
-60.4127,-60.2288,-31.0379
-60.5437,-60.5524,-30.7921
-60.1798,-60.3792,-31.0826
-59.5252,-59.8699,-31.7120
60.2288,-60.4127,-31.0379
60.5524,-60.5437,-30.7921
60.3792,-60.1798,-31.0826
59.8699,-59.5252,-31.7120
59.8699,0.4748,-31.7120
59.4503,0.8944,-32.2120
59.9932,59.8093,-31.5379
60.1241,60.1328,-31.2921
59.7602,59.9597,-31.5826
59.1056,59.4503,-32.2120
-59.8093,59.9932,-31.5379
-60.1328,60.1241,-31.2921
-59.9597,59.7602,-31.5826
-59.4503,59.1056,-32.2120
-59.9932,-59.8093,-31.5379
-60.1241,-60.1328,-31.2921
-59.7602,-59.9597,-31.5826
-59.1056,-59.4503,-32.2120
59.8093,-59.9932,-31.5379
60.1328,-60.1241,-31.2921
59.9597,-59.7602,-31.5826
59.4503,-59.1056,-32.2120
59.4503,0.8944,-32.2120
59.0308,-1.1861,-32.7120
59.5736,59.3897,-32.0379
59.7046,59.7132,-31.7921
59.3407,59.5401,-32.0826
58.6861,59.0308,-32.7120
-59.3897,59.5736,-32.0379
-59.7132,59.7046,-31.7921
-59.5401,59.3407,-32.0826
-59.0308,58.6861,-32.7120
-59.5736,-59.3897,-32.0379
-59.7046,-59.7132,-31.7921
-59.3407,-59.5401,-32.0826
-58.6861,-59.0308,-32.7120
59.3897,-59.5736,-32.0379
59.7132,-59.7046,-31.7921
59.5401,-59.3407,-32.0826
59.0308,-58.6861,-32.7120
59.0308,-1.1861,-32.7120
58.6112,-0.7665,-33.2120
59.1541,58.9702,-32.5379
59.2850,59.2937,-32.2921
58.9211,59.1206,-32.5826
58.2665,58.6112,-33.2120
-58.9702,59.1541,-32.5379
-59.2937,59.2850,-32.2921
-59.1206,58.9211,-32.5826
-58.6112,58.2665,-33.2120
-59.1541,-58.9702,-32.5379
-59.2850,-59.2937,-32.2921
-58.9211,-59.1206,-32.5826
-58.2665,-58.6112,-33.2120
58.9702,-59.1541,-32.5379
59.2937,-59.2850,-32.2921
59.1206,-58.9211,-32.5826
58.6112,-58.2665,-33.2120
58.6112,-0.7665,-33.2120
58.1917,-0.3470,-33.7120
58.7345,58.5506,-33.0379
58.8655,58.8741,-32.7921
58.5016,58.7010,-33.0826
57.8470,58.1917,-33.7120
-58.5506,58.7345,-33.0379
-58.8741,58.8655,-32.7921
-58.7010,58.5016,-33.0826
-58.1917,57.8470,-33.7120
-58.7345,-58.5506,-33.0379
-58.8655,-58.8741,-32.7921
-58.5016,-58.7010,-33.0826
-57.8470,-58.1917,-33.7120
58.5506,-58.7345,-33.0379
58.8741,-58.8655,-32.7921
58.7010,-58.5016,-33.0826
58.1917,-57.8470,-33.7120
58.1917,-0.3470,-33.7120
57.7721,0.0726,-34.2120
58.3150,58.1311,-33.5379
58.4459,58.4546,-33.2921
58.0820,58.2815,-33.5826
57.4274,57.7721,-34.2120
-58.1311,58.3150,-33.5379
-58.4546,58.4459,-33.2921
-58.2815,58.0820,-33.5826
-57.7721,57.4274,-34.2120
-58.3150,-58.1311,-33.5379
-58.4459,-58.4546,-33.2921
-58.0820,-58.2815,-33.5826
-57.4274,-57.7721,-34.2120
58.1311,-58.3150,-33.5379
58.4546,-58.4459,-33.2921
58.2815,-58.0820,-33.5826
57.7721,-57.4274,-34.2120
57.7721,0.0726,-34.2120
57.3526,0.4921,-34.7120
57.8954,57.7115,-34.0379
58.0264,58.0350,-33.7921
57.6625,57.8619,-34.0826
57.0079,57.3526,-34.7120
-57.7115,57.8954,-34.0379
-58.0350,58.0264,-33.7921
-57.8619,57.6625,-34.0826
-57.3526,57.0079,-34.7120
-57.8954,-57.7115,-34.0379
-58.0264,-58.0350,-33.7921
-57.6625,-57.8619,-34.0826
-57.0079,-57.3526,-34.7120
57.7115,-57.8954,-34.0379
58.0350,-58.0264,-33.7921
57.8619,-57.6625,-34.0826
57.3526,-57.0079,-34.7120
57.3526,0.4921,-34.7120
56.9330,0.9117,-35.2120
57.4759,57.2920,-34.5379
57.6068,57.6155,-34.2921
57.2429,57.4424,-34.5826
56.5883,56.9330,-35.2120
-57.2920,57.4759,-34.5379
-57.6155,57.6068,-34.2921
-57.4424,57.2429,-34.5826
-56.9330,56.5883,-35.2120
-57.4759,-57.2920,-34.5379
-57.6068,-57.6155,-34.2921
-57.2429,-57.4424,-34.5826
-56.5883,-56.9330,-35.2120
57.2920,-57.4759,-34.5379
57.6155,-57.6068,-34.2921
57.4424,-57.2429,-34.5826
56.9330,-56.5883,-35.2120
56.9330,0.9117,-35.2120
56.5135,-1.1688,-35.7120
57.0563,56.8724,-35.0379
57.1873,57.1959,-34.7921
56.8234,57.0228,-35.0826
56.1688,56.5135,-35.7120
-56.8724,57.0563,-35.0379
-57.1959,57.1873,-34.7921
-57.0228,56.8234,-35.0826
-56.5135,56.1688,-35.7120
-57.0563,-56.8724,-35.0379
-57.1873,-57.1959,-34.7921
-56.8234,-57.0228,-35.0826
-56.1688,-56.5135,-35.7120
56.8724,-57.0563,-35.0379
57.1959,-57.1873,-34.7921
57.0228,-56.8234,-35.0826
56.5135,-56.1688,-35.7120
56.5135,-1.1688,-35.7120
56.0939,-0.7492,-36.2120
56.6368,56.4529,-35.5379
56.7677,56.7764,-35.2921
56.4038,56.6033,-35.5826
55.7492,56.0939,-36.2120
-56.4529,56.6368,-35.5379
-56.7764,56.7677,-35.2921
-56.6033,56.4038,-35.5826
-56.0939,55.7492,-36.2120
-56.6368,-56.4529,-35.5379
-56.7677,-56.7764,-35.2921
-56.4038,-56.6033,-35.5826
-55.7492,-56.0939,-36.2120
56.4529,-56.6368,-35.5379
56.7764,-56.7677,-35.2921
56.6033,-56.4038,-35.5826
56.0939,-55.7492,-36.2120
56.0939,-0.7492,-36.2120
55.6744,-0.3297,-36.7120
56.2172,56.0333,-36.0379
56.3482,56.3568,-35.7921
55.9843,56.1837,-36.0826
55.3297,55.6744,-36.7120
-56.0333,56.2172,-36.0379
-56.3568,56.3482,-35.7921
-56.1837,55.9843,-36.0826
-55.6744,55.3297,-36.7120
-56.2172,-56.0333,-36.0379
-56.3482,-56.3568,-35.7921
-55.9843,-56.1837,-36.0826
-55.3297,-55.6744,-36.7120
56.0333,-56.2172,-36.0379
56.3568,-56.3482,-35.7921
56.1837,-55.9843,-36.0826
55.6744,-55.3297,-36.7120
55.6744,-0.3297,-36.7120
55.2548,0.0899,-37.2120
55.7977,55.6138,-36.5379
55.9286,55.9373,-36.2921
55.5647,55.7642,-36.5826
54.9101,55.2548,-37.2120
-55.6138,55.7977,-36.5379
-55.9373,55.9286,-36.2921
-55.7642,55.5647,-36.5826
-55.2548,54.9101,-37.2120
-55.7977,-55.6138,-36.5379
-55.9286,-55.9373,-36.2921
-55.5647,-55.7642,-36.5826
-54.9101,-55.2548,-37.2120
55.6138,-55.7977,-36.5379
55.9373,-55.9286,-36.2921
55.7642,-55.5647,-36.5826
55.2548,-54.9101,-37.2120
55.2548,0.0899,-37.2120
54.8353,0.5094,-37.7120
55.3781,55.1942,-37.0379
55.5091,55.5178,-36.7921
55.1452,55.3446,-37.0826
54.4906,54.8353,-37.7120
-55.1942,55.3781,-37.0379
-55.5178,55.5091,-36.7921
-55.3446,55.1452,-37.0826
-54.8353,54.4906,-37.7120
-55.3781,-55.1942,-37.0379
-55.5091,-55.5178,-36.7921
-55.1452,-55.3446,-37.0826
-54.4906,-54.8353,-37.7120
55.1942,-55.3781,-37.0379
55.5178,-55.5091,-36.7921
55.3446,-55.1452,-37.0826
54.8353,-54.4906,-37.7120
54.8353,0.5094,-37.7120
54.4157,0.9290,-38.2120
54.9586,54.7747,-37.5379
55.0895,55.0982,-37.2921
54.7256,54.9251,-37.5826
54.0710,54.4157,-38.2120
-54.7747,54.9586,-37.5379
-55.0982,55.0895,-37.2921
-54.9251,54.7256,-37.5826
-54.4157,54.0710,-38.2120
-54.9586,-54.7747,-37.5379
-55.0895,-55.0982,-37.2921
-54.7256,-54.9251,-37.5826
-54.0710,-54.4157,-38.2120
54.7747,-54.9586,-37.5379
55.0982,-55.0895,-37.2921
54.9251,-54.7256,-37.5826
54.4157,-54.0710,-38.2120
54.4157,0.9290,-38.2120
53.9962,-1.1515,-38.7120
54.5390,54.3551,-38.0379
54.6700,54.6787,-37.7921
54.3061,54.5055,-38.0826
53.6515,53.9962,-38.7120
-54.3551,54.5390,-38.0379
-54.6787,54.6700,-37.7921
-54.5055,54.3061,-38.0826
-53.9962,53.6515,-38.7120
-54.5390,-54.3551,-38.0379
-54.6700,-54.6787,-37.7921
-54.3061,-54.5055,-38.0826
-53.6515,-53.9962,-38.7120
54.3551,-54.5390,-38.0379
54.6787,-54.6700,-37.7921
54.5055,-54.3061,-38.0826
53.9962,-53.6515,-38.7120
53.9962,-1.1515,-38.7120
53.5766,-0.7319,-39.2120
54.1195,53.9356,-38.5379
54.2504,54.2591,-38.2921
53.8865,54.0860,-38.5826
53.2319,53.5766,-39.2120
-53.9356,54.1195,-38.5379
-54.2591,54.2504,-38.2921
-54.0860,53.8865,-38.5826
-53.5766,53.2319,-39.2120
-54.1195,-53.9356,-38.5379
-54.2504,-54.2591,-38.2921
-53.8865,-54.0860,-38.5826
-53.2319,-53.5766,-39.2120
53.9356,-54.1195,-38.5379
54.2591,-54.2504,-38.2921
54.0860,-53.8865,-38.5826
53.5766,-53.2319,-39.2120
53.5766,-0.7319,-39.2120
53.1571,-0.3124,-39.7120
53.6999,53.5160,-39.0379
53.8309,53.8396,-38.7921
53.4670,53.6664,-39.0826
52.8124,53.1571,-39.7120
-53.5160,53.6999,-39.0379
-53.8396,53.8309,-38.7921
-53.6664,53.4670,-39.0826
-53.1571,52.8124,-39.7120
-53.6999,-53.5160,-39.0379
-53.8309,-53.8396,-38.7921
-53.4670,-53.6664,-39.0826
-52.8124,-53.1571,-39.7120
53.5160,-53.6999,-39.0379
53.8396,-53.8309,-38.7921
53.6664,-53.4670,-39.0826
53.1571,-52.8124,-39.7120
53.1571,-0.3124,-39.7120
52.7375,0.1072,-40.2120
53.2804,53.0965,-39.5379
53.4113,53.4200,-39.2921
53.0474,53.2469,-39.5826
52.3928,52.7375,-40.2120
-53.0965,53.2804,-39.5379
-53.4200,53.4113,-39.2921
-53.2469,53.0474,-39.5826
-52.7375,52.3928,-40.2120
-53.2804,-53.0965,-39.5379
-53.4113,-53.4200,-39.2921
-53.0474,-53.2469,-39.5826
-52.3928,-52.7375,-40.2120
53.0965,-53.2804,-39.5379
53.4200,-53.4113,-39.2921
53.2469,-53.0474,-39.5826
52.7375,-52.3928,-40.2120
52.7375,0.1072,-40.2120
52.3180,0.5267,-40.7120
52.8608,52.6769,-40.0379
52.9918,53.0005,-39.7921
